role,committype,numfileschanged,linesadded,linesdeleted,numcommentsadded,cleanedMessage,messageLengthWords,netCodeChange,linesAddedPerFile,dayOfWeek,hourOfDay,processedFileExtensions
frontend,feature,1,19,8,2,refactored css responsive ui updated button dropdown styles improved layout theme consistency across page,14,11,19.0,Sunday,18,['css']
frontend,bugfix,4,74,32,0,fixed responsive ui issue dropdown navigation page layout updated css styles modal widget form component improved animation button hover state,20,42,18.5,Friday,20,"['test_js', 'py', 'yml_json']"
frontend,feature,2,115,38,6,refactor ui layout responsive theme added css styles dropdown navigation improved modal animation updated button style page widget,18,77,57.5,Friday,21,['html']
frontend,feature,1,74,26,4,added responsive modal component css style animation improved ui,9,48,74.0,Friday,18,['js_ts']
backend,bugfix,3,121,65,3,fixed authentication logic api endpoint validated user session token upon login,11,56,40.333333333333336,Friday,20,['java_go']
backend,bugfix,1,31,18,3,fixed authentication logic backend api endpoint validate session tokens database schema preventing incorrect login attempts improving overall security,18,13,31.0,Friday,15,['py']
qa,test,4,72,12,1,qa add dataset commit message analysis updated test data script training model,12,60,18.0,Thursday,19,['py']
frontend,refactor,1,37,22,2,refactored ui component improve responsive layout theme style consistency including updates css modal dropdown animations,15,15,37.0,Wednesday,22,['js_ts']
frontend,bugfix,2,68,30,2,fixed responsive layout issue button widget navigation bar improved css style modal dropdown components page added animation form submission,19,38,34.0,Sunday,14,['js_ts']
frontend,feature,6,281,92,6,refactor ui component add responsive theme styling modal dropdown form widgets css animation layout adjustments,15,189,46.833333333333336,Monday,21,"['test_js', 'py', 'js_ts']"
fullstack,test,8,776,245,5,enhanced ui components updated layout css style responsive theme improved navigation modal functionality including dropdown form validation fixes well database schema updates authentication api endpoint modifications,26,531,97.0,Saturday,3,"['sql', 'java_go']"
frontend,refactor,1,86,57,3,refactored ui component layout improved responsive design updated css styles modal dropdown elements enhanced navigation animation smoother user experience,19,29,86.0,Friday,20,['md']
frontend,bugfix,2,126,52,2,fixed responsive ui layout issue dropdown component improved css style modal widget page load updated navigation button animation,18,74,63.0,Monday,22,['js_ts']
frontend,feature,2,64,26,2,feat enhanced ui responsive navigation dropdown menus including css styling animations seamless modal form layout experience,16,38,32.0,Friday,15,['js_ts']
fullstack,test,11,326,99,7,refactored ui component layout improved responsive css styles added animation effects dropdown modal widgets updated theme style consistent backend api endpoint validation database schema modifications,25,227,29.636363636363637,Thursday,21,"['css', 'test_js']"
frontend,bugfix,1,38,22,2,fixed responsive dropdown layout page ui improve css style animation ensuring seamless navigation widget functionality,15,16,38.0,Tuesday,21,['js_ts']
frontend,feature,4,463,251,5,implement responsive ui layout css style updates modal dropdown form components enhancing page navigation widget animation,16,212,115.75,Friday,9,"['test_js', 'js_ts', 'js_ts']"
qa,test,4,32,2,2,qa refine test dataset commit message analysis added test cases model training data,13,30,8.0,Thursday,1,['test_py']
qa,test,3,33,4,1,qa updated dataset commit message model training modified files total changes,11,29,11.0,Wednesday,3,['yml_json']
frontend,feature,1,71,32,5,refactor ui component add responsive button dropdown menu animation modal form layout improved navigation theme style,16,39,71.0,Wednesday,17,['html']
frontend,feature,2,61,21,4,refactor ui layout enhance responsive button component css animation dropdown menu integration improved navigation theme consistency,16,40,30.5,Friday,20,['js_ts']
frontend,feature,2,119,44,3,implement responsive ui component dropdown modal functionality enhancing navigation theme style consistency across page,14,75,59.5,Monday,21,['test_js']
qa,test,2,18,2,3,added test dataset model training updated testpy script sql queries testdataexpansion,11,16,9.0,Thursday,22,"['test_py', 'sql']"
frontend,bugfix,2,42,24,1,fixed responsive layout issue button component modal widget updated css styles improve ui theme navigation animation better dropdown form responsiveness page load,22,18,21.0,Thursday,17,['md']
frontend,feature,3,222,76,2,feat enhanced ui component responsive dropdown modal layouts improved navigation form styling css animations,14,146,74.0,Thursday,19,"['test_js', 'js_ts', 'java_go']"
qa,test,6,74,8,0,added qa test cases commit message analysis tested files additions deletions,11,66,12.333333333333334,Friday,3,['test_py']
backend,feature,1,160,82,5,implement authentication logic api endpoint added lines removed lines added comments validation session management javago file,16,78,160.0,Saturday,17,['java_go']
qa,test,5,114,17,6,added unit tests commit message parser updated test suite new lines removed additional comments,14,97,22.8,Thursday,21,['test_py']
frontend,feature,7,206,70,4,refactor ui components implement responsive modal layout css animation improved navigation style better user experience,15,136,29.428571428571427,Saturday,17,"['java_go', 'py', 'py', 'js_ts']"
fullstack,bugfix,6,351,205,9,fixed responsive layout issues login page ui updated css styles button modal component improved theme style consistency corrected dropdown navigation form validation logic api endpoint resolve authentication session token issues,30,146,58.5,Monday,12,"['java_go', 'yml_json', 'js_ts']"
fullstack,bugfix,3,101,57,6,fixed responsive layout issues ui component updated css styles modal dropdown improved validation logic authentication api endpoint,17,44,33.666666666666664,Tuesday,23,"['js_ts', 'py']"
frontend,refactor,1,45,32,4,refactored ui component layout improved responsive design updated css styles modal dropdown elements enhanced navigation bar animation,17,13,45.0,Sunday,13,['html']
backend,feature,6,327,172,1,implement authentication logic backend api added api endpoint login token validation session management database schema updates controller service modifications,19,155,54.5,Sunday,8,['py']
fullstack,feature,4,91,51,4,implemented responsive ui component css styles added dynamic dropdown navigation integrated backend api authentication session management,16,40,22.75,Monday,8,"['py', 'js_ts', 'js_ts']"
backend,bugfix,9,627,337,5,fixed authentication logic bug ensured secure token validation login api endpoint updated database schema query logic backend service controller,19,290,69.66666666666667,Tuesday,16,"['sql', 'html', 'test_js', 'js_ts', 'py', 'js_ts', 'test_js']"
frontend,feature,1,54,21,3,refactor ui component implement responsive modal css animation dropdown menu improved navigation themebased styling,14,33,54.0,Saturday,14,['js_ts']
qa,test,5,165,23,1,qa test suite enhancements updated testjs jsts files model training data,11,142,33.0,Monday,23,"['test_js', 'js_ts']"
frontend,refactor,3,51,33,4,refactor ui components responsive layout css style improvements updated button dropdown form components better navigation theme consistency,17,18,17.0,Monday,22,"['css', 'test_js']"
fullstack,test,4,517,162,3,refactor ui components updated layout added responsive theme style css modal dropdown login page widgets implemented backend api endpoint authentication token generation session validation logic,25,355,129.25,Monday,8,['test_py']
qa,test,4,86,15,6,qa added js test cases commit message analysis,8,71,21.5,Saturday,20,['test_js']
fullstack,feature,4,292,162,5,refactor ui layout responsive design implementing modal dropdown login form api authentication database schema updates improving theme style navigation animation seamless user experience,23,130,73.0,Tuesday,8,['sql']
qa,test,4,19,6,3,qa enhanced commit message analysis dataset updated test data files lines model training,13,13,4.75,Friday,18,['test_py']
qa,test,11,73,12,5,added qa tests html templates commit message analysis dataset,9,61,6.636363636363637,Saturday,23,"['test_py', 'html']"
